businessunit	facility	latitude	longitude	timezone	_machinecount	_atmcount	_servercount	_workstationcount	_ip_min	_ip_max	_ip_min_atms	_ip_max_atms	_ip_min_servers	_ip_max_servers	_ip_min_workstations	_ip_max_workstations
region-19	branch26	47.083954	-88.29811	-5	97	9	40	48	172.37.141.2	172.37.143.10	172.37.143.2	172.37.143.10	172.37.141.2	172.37.141.41	172.37.142.2	172.37.142.49
region-19	branch27	40.21372	-79.18032	-5	101	9	41	51	172.37.144.2	172.37.146.10	172.37.146.2	172.37.146.10	172.37.144.2	172.37.144.42	172.37.145.2	172.37.145.52
region-19	branch28	40.935287	-87.348404	-5	99	10	38	51	172.37.147.2	172.37.149.11	172.37.149.2	172.37.149.11	172.37.147.2	172.37.147.39	172.37.148.2	172.37.148.52
region-19	branch29	42.08015	-71.49071	-4	101	9	41	51	172.37.150.2	172.37.152.10	172.37.152.2	172.37.152.10	172.37.150.2	172.37.150.42	172.37.151.2	172.37.151.52
region-19	branch30	41.015537	-87.91626	-5	96	9	39	48	172.37.153.2	172.37.155.10	172.37.155.2	172.37.155.10	172.37.153.2	172.37.153.40	172.37.154.2	172.37.154.49
region-19	branch31	46.727234	-71.77832	-4	99	9	39	51	172.37.156.2	172.37.158.10	172.37.158.2	172.37.158.10	172.37.156.2	172.37.156.40	172.37.157.2	172.37.157.52
region-19	branch32	40.23825	-83.27678	-5	97	10	38	49	172.37.159.2	172.37.161.11	172.37.161.2	172.37.161.11	172.37.159.2	172.37.159.39	172.37.160.2	172.37.160.50
region-19	branch33	42.24666	-74.01622	-4	100	10	39	51	172.37.162.2	172.37.164.11	172.37.164.2	172.37.164.11	172.37.162.2	172.37.162.40	172.37.163.2	172.37.163.52
region-19	branch34	43.922413	-86.88608	-5	100	10	40	50	172.37.165.2	172.37.167.11	172.37.167.2	172.37.167.11	172.37.165.2	172.37.165.41	172.37.166.2	172.37.166.51
region-19	branch35	41.526142	-76.207634	-5	99	10	39	50	172.37.168.2	172.37.170.11	172.37.170.2	172.37.170.11	172.37.168.2	172.37.168.40	172.37.169.2	172.37.169.51
region-19	branch36	47.031116	-88.05022	-5	99	10	41	48	172.37.171.2	172.37.173.11	172.37.173.2	172.37.173.11	172.37.171.2	172.37.171.42	172.37.172.2	172.37.172.49
region-19	branch37	46.19378	-76.58313	-5	99	9	41	49	172.37.174.2	172.37.176.10	172.37.176.2	172.37.176.10	172.37.174.2	172.37.174.42	172.37.175.2	172.37.175.50
region-19	branch38	42.240616	-87.56466	-5	98	9	38	51	172.37.177.2	172.37.179.10	172.37.179.2	172.37.179.10	172.37.177.2	172.37.177.39	172.37.178.2	172.37.178.52
region-19	branch39	42.77371	-79.47878	-5	100	10	41	49	172.37.180.2	172.37.182.11	172.37.182.2	172.37.182.11	172.37.180.2	172.37.180.42	172.37.181.2	172.37.181.50
region-19	branch40	46.518463	-84.75199	-5	97	10	38	49	172.37.183.2	172.37.185.11	172.37.185.2	172.37.185.11	172.37.183.2	172.37.183.39	172.37.184.2	172.37.184.50
region-19	branch41	47.994537	-84.695984	-5	98	10	38	50	172.37.186.2	172.37.188.11	172.37.188.2	172.37.188.11	172.37.186.2	172.37.186.39	172.37.187.2	172.37.187.51
region-19	branch42	46.224655	-82.54031	-5	98	9	41	48	172.37.189.2	172.37.191.10	172.37.191.2	172.37.191.10	172.37.189.2	172.37.189.42	172.37.190.2	172.37.190.49
region-19	branch45	41.88495	-84.30905	-5	99	9	41	49	172.37.198.2	172.37.200.10	172.37.200.2	172.37.200.10	172.37.198.2	172.37.198.42	172.37.199.2	172.37.199.50
region-19	branch46	46.597466	-75.23809	-5	100	9	41	50	172.37.201.2	172.37.203.10	172.37.203.2	172.37.203.10	172.37.201.2	172.37.201.42	172.37.202.2	172.37.202.51
region-19	branch47	46.65723	-78.24232	-5	102	10	41	51	172.37.204.2	172.37.206.11	172.37.206.2	172.37.206.11	172.37.204.2	172.37.204.42	172.37.205.2	172.37.205.52
region-19	branch48	40.126064	-71.5811	-4	99	9	39	51	172.37.207.2	172.37.209.10	172.37.209.2	172.37.209.10	172.37.207.2	172.37.207.40	172.37.208.2	172.37.208.52
region-19	branch49	41.656776	-84.544	-5	99	9	39	51	172.37.210.2	172.37.212.10	172.37.212.2	172.37.212.10	172.37.210.2	172.37.210.40	172.37.211.2	172.37.211.52
region-19	branch50	45.330395	-84.3083	-5	101	10	41	50	172.37.213.2	172.37.215.11	172.37.215.2	172.37.215.11	172.37.213.2	172.37.213.42	172.37.214.2	172.37.214.51
region-20	branch1	52.299618	-85.6202	-5	98	9	40	49	172.37.216.2	172.37.218.10	172.37.218.2	172.37.218.10	172.37.216.2	172.37.216.41	172.37.217.2	172.37.217.50
region-20	branch2	59.31186	-80.04853	-5	101	10	40	51	172.37.219.2	172.37.221.11	172.37.221.2	172.37.221.11	172.37.219.2	172.37.219.41	172.37.220.2	172.37.220.52
region-20	branch3	55.832973	-82.00212	-5	99	9	39	51	172.37.222.2	172.37.224.10	172.37.224.2	172.37.224.10	172.37.222.2	172.37.222.40	172.37.223.2	172.37.223.52
region-20	branch4	52.905888	-75.50848	-5	97	9	38	50	172.37.225.2	172.37.227.10	172.37.227.2	172.37.227.10	172.37.225.2	172.37.225.39	172.37.226.2	172.37.226.51
region-20	branch5	51.525085	-82.935875	-5	99	9	41	49	172.37.228.2	172.37.230.10	172.37.230.2	172.37.230.10	172.37.228.2	172.37.228.42	172.37.229.2	172.37.229.50
region-20	branch6	51.844845	-85.27388	-5	97	9	40	48	172.37.231.2	172.37.233.10	172.37.233.2	172.37.233.10	172.37.231.2	172.37.231.41	172.37.232.2	172.37.232.49
region-20	branch7	50.297104	-86.89385	-5	98	9	38	51	172.37.234.2	172.37.236.10	172.37.236.2	172.37.236.10	172.37.234.2	172.37.234.39	172.37.235.2	172.37.235.52
region-20	branch8	62.963993	-82.78695	-5	100	10	41	49	172.37.237.2	172.37.239.11	172.37.239.2	172.37.239.11	172.37.237.2	172.37.237.42	172.37.238.2	172.37.238.50
region-20	branch9	56.07698	-83.50656	-5	99	10	38	51	172.37.240.2	172.37.242.11	172.37.242.2	172.37.242.11	172.37.240.2	172.37.240.39	172.37.241.2	172.37.241.52
region-20	branch10	57.399155	-75.04244	-5	100	10	41	49	172.37.243.2	172.37.245.11	172.37.245.2	172.37.245.11	172.37.243.2	172.37.243.42	172.37.244.2	172.37.244.50
region-20	branch11	55.233276	-76.21724	-5	99	9	40	50	172.37.246.2	172.37.248.10	172.37.248.2	172.37.248.10	172.37.246.2	172.37.246.41	172.37.247.2	172.37.247.51
region-20	branch12	60.31428	-82.2497	-5	99	9	40	50	172.37.249.2	172.37.251.10	172.37.251.2	172.37.251.10	172.37.249.2	172.37.249.41	172.37.250.2	172.37.250.51
region-20	branch13	50.966625	-84.684784	-5	96	9	39	48	172.37.252.2	172.37.254.10	172.37.254.2	172.37.254.10	172.37.252.2	172.37.252.40	172.37.253.2	172.37.253.49
region-20	branch14	60.905846	-85.99402	-5	96	9	38	49	172.38.1.2	172.38.3.10	172.38.3.2	172.38.3.10	172.38.1.2	172.38.1.39	172.38.2.2	172.38.2.50
region-20	branch15	54.895573	-75.831276	-5	101	10	40	51	172.38.4.2	172.38.6.11	172.38.6.2	172.38.6.11	172.38.4.2	172.38.4.41	172.38.5.2	172.38.5.52
region-20	branch16	52.87518	-85.95316	-5	95	9	38	48	172.38.7.2	172.38.9.10	172.38.9.2	172.38.9.10	172.38.7.2	172.38.7.39	172.38.8.2	172.38.8.49
region-20	branch17	56.37354	-75.42923	-5	99	10	38	51	172.38.10.2	172.38.12.11	172.38.12.2	172.38.12.11	172.38.10.2	172.38.10.39	172.38.11.2	172.38.11.52
region-20	branch18	62.390133	-86.45837	-5	96	10	38	48	172.38.13.2	172.38.15.11	172.38.15.2	172.38.15.11	172.38.13.2	172.38.13.39	172.38.14.2	172.38.14.49
region-20	branch19	52.747406	-80.34166	-5	102	10	41	51	172.38.16.2	172.38.18.11	172.38.18.2	172.38.18.11	172.38.16.2	172.38.16.42	172.38.17.2	172.38.17.52
region-20	branch20	52.65332	-82.14114	-5	97	9	39	49	172.38.19.2	172.38.21.10	172.38.21.2	172.38.21.10	172.38.19.2	172.38.19.40	172.38.20.2	172.38.20.50
region-20	branch21	61.930946	-86.96444	-5	100	10	40	50	172.38.22.2	172.38.24.11	172.38.24.2	172.38.24.11	172.38.22.2	172.38.22.41	172.38.23.2	172.38.23.51
region-20	branch22	61.758858	-81.57839	-5	97	10	38	49	172.38.25.2	172.38.27.11	172.38.27.2	172.38.27.11	172.38.25.2	172.38.25.39	172.38.26.2	172.38.26.50
region-20	branch23	55.906406	-78.07583	-5	97	9	38	50	172.38.28.2	172.38.30.10	172.38.30.2	172.38.30.10	172.38.28.2	172.38.28.39	172.38.29.2	172.38.29.51
region-20	branch24	51.437904	-81.23758	-5	101	10	41	50	172.38.31.2	172.38.33.11	172.38.33.2	172.38.33.11	172.38.31.2	172.38.31.42	172.38.32.2	172.38.32.51
region-20	branch25	54.723797	-79.171875	-5	99	9	40	50	172.38.34.2	172.38.36.10	172.38.36.2	172.38.36.10	172.38.34.2	172.38.34.41	172.38.35.2	172.38.35.51
region-20	branch26	56.441677	-82.13251	-5	99	10	38	51	172.38.37.2	172.38.39.11	172.38.39.2	172.38.39.11	172.38.37.2	172.38.37.39	172.38.38.2	172.38.38.52
region-20	branch27	54.52444	-80.45941	-5	98	10	39	49	172.38.40.2	172.38.42.11	172.38.42.2	172.38.42.11	172.38.40.2	172.38.40.40	172.38.41.2	172.38.41.50
region-20	branch28	58.971954	-78.42714	-5	98	9	38	51	172.38.43.2	172.38.45.10	172.38.45.2	172.38.45.10	172.38.43.2	172.38.43.39	172.38.44.2	172.38.44.52
region-20	branch29	52.46413	-86.98972	-5	99	9	41	49	172.38.46.2	172.38.48.10	172.38.48.2	172.38.48.10	172.38.46.2	172.38.46.42	172.38.47.2	172.38.47.50
region-20	branch30	56.066307	-77.770905	-5	99	10	39	50	172.38.49.2	172.38.51.11	172.38.51.2	172.38.51.11	172.38.49.2	172.38.49.40	172.38.50.2	172.38.50.51
region-20	branch31	55.08265	-77.946236	-5	98	9	40	49	172.38.52.2	172.38.54.10	172.38.54.2	172.38.54.10	172.38.52.2	172.38.52.41	172.38.53.2	172.38.53.50
region-20	branch32	54.23472	-78.413506	-5	98	9	40	49	172.38.55.2	172.38.57.10	172.38.57.2	172.38.57.10	172.38.55.2	172.38.55.41	172.38.56.2	172.38.56.50
region-20	branch33	51.33297	-85.84877	-5	97	10	38	49	172.38.58.2	172.38.60.11	172.38.60.2	172.38.60.11	172.38.58.2	172.38.58.39	172.38.59.2	172.38.59.50
region-20	branch34	62.65567	-87.13079	-5	100	10	41	49	172.38.61.2	172.38.63.11	172.38.63.2	172.38.63.11	172.38.61.2	172.38.61.42	172.38.62.2	172.38.62.50
region-20	branch35	59.513016	-75.40438	-5	98	10	40	48	172.38.64.2	172.38.66.11	172.38.66.2	172.38.66.11	172.38.64.2	172.38.64.41	172.38.65.2	172.38.65.49
region-20	branch36	50.816868	-77.695175	-5	98	9	38	51	172.38.67.2	172.38.69.10	172.38.69.2	172.38.69.10	172.38.67.2	172.38.67.39	172.38.68.2	172.38.68.52
region-20	branch37	62.328415	-84.92169	-5	99	10	40	49	172.38.70.2	172.38.72.11	172.38.72.2	172.38.72.11	172.38.70.2	172.38.70.41	172.38.71.2	172.38.71.50
region-20	branch38	54.331722	-81.04524	-5	98	9	39	50	172.38.73.2	172.38.75.10	172.38.75.2	172.38.75.10	172.38.73.2	172.38.73.40	172.38.74.2	172.38.74.51
region-20	branch39	53.06516	-83.61055	-5	98	9	41	48	172.38.76.2	172.38.78.10	172.38.78.2	172.38.78.10	172.38.76.2	172.38.76.42	172.38.77.2	172.38.77.49
region-20	branch40	50.49849	-78.44861	-5	102	10	41	51	172.38.79.2	172.38.81.11	172.38.81.2	172.38.81.11	172.38.79.2	172.38.79.42	172.38.80.2	172.38.80.52
region-20	branch41	54.412674	-82.71311	-5	100	10	41	49	172.38.82.2	172.38.84.11	172.38.84.2	172.38.84.11	172.38.82.2	172.38.82.42	172.38.83.2	172.38.83.50
region-20	branch42	59.278107	-78.8106	-5	97	10	39	48	172.38.85.2	172.38.87.11	172.38.87.2	172.38.87.11	172.38.85.2	172.38.85.40	172.38.86.2	172.38.86.49
region-20	branch43	62.935036	-83.255135	-5	99	10	38	51	172.38.88.2	172.38.90.11	172.38.90.2	172.38.90.11	172.38.88.2	172.38.88.39	172.38.89.2	172.38.89.52
region-20	branch44	57.79466	-87.85856	-5	99	9	40	50	172.38.91.2	172.38.93.10	172.38.93.2	172.38.93.10	172.38.91.2	172.38.91.41	172.38.92.2	172.38.92.51
region-20	branch45	56.64214	-75.26773	-5	96	9	38	49	172.38.94.2	172.38.96.10	172.38.96.2	172.38.96.10	172.38.94.2	172.38.94.39	172.38.95.2	172.38.95.50
region-20	branch46	58.88763	-77.227234	-5	98	9	40	49	172.38.97.2	172.38.99.10	172.38.99.2	172.38.99.10	172.38.97.2	172.38.97.41	172.38.98.2	172.38.98.50
region-20	branch47	54.508617	-78.610275	-5	98	10	40	48	172.38.100.2	172.38.102.11	172.38.102.2	172.38.102.11	172.38.100.2	172.38.100.41	172.38.101.2	172.38.101.49
region-20	branch48	53.70661	-79.48556	-5	101	9	41	51	172.38.103.2	172.38.105.10	172.38.105.2	172.38.105.10	172.38.103.2	172.38.103.42	172.38.104.2	172.38.104.52
region-20	branch49	54.854042	-83.02394	-5	97	10	39	48	172.38.106.2	172.38.108.11	172.38.108.2	172.38.108.11	172.38.106.2	172.38.106.40	172.38.107.2	172.38.107.49
region-20	branch50	59.54463	-79.87857	-5	99	10	40	49	172.38.109.2	172.38.111.11	172.38.111.2	172.38.111.11	172.38.109.2	172.38.109.41	172.38.110.2	172.38.110.50
region-21	branch1	56.62959	-58.601288	-3	99	10	38	51	172.38.112.2	172.38.114.11	172.38.114.2	172.38.114.11	172.38.112.2	172.38.112.39	172.38.113.2	172.38.113.52
region-21	branch2	55.09299	-59.850048	-3	97	9	38	50	172.38.115.2	172.38.117.10	172.38.117.2	172.38.117.10	172.38.115.2	172.38.115.39	172.38.116.2	172.38.116.51
region-21	branch3	55.910435	-58.342392	-3	98	9	40	49	172.38.118.2	172.38.120.10	172.38.120.2	172.38.120.10	172.38.118.2	172.38.118.41	172.38.119.2	172.38.119.50
region-21	branch4	56.152504	-60.947365	-4	99	10	38	51	172.38.121.2	172.38.123.11	172.38.123.2	172.38.123.11	172.38.121.2	172.38.121.39	172.38.122.2	172.38.122.52
region-21	branch5	57.70967	-60.256966	-4	97	9	38	50	172.38.124.2	172.38.126.10	172.38.126.2	172.38.126.10	172.38.124.2	172.38.124.39	172.38.125.2	172.38.125.51
region-21	branch6	56.637295	-60.7861	-4	97	9	40	48	172.38.127.2	172.38.129.10	172.38.129.2	172.38.129.10	172.38.127.2	172.38.127.41	172.38.128.2	172.38.128.49
region-21	branch7	57.20725	-57.335243	-3	100	10	40	50	172.38.130.2	172.38.132.11	172.38.132.2	172.38.132.11	172.38.130.2	172.38.130.41	172.38.131.2	172.38.131.51
region-21	branch8	57.724617	-57.51714	-3	100	10	40	50	172.38.133.2	172.38.135.11	172.38.135.2	172.38.135.11	172.38.133.2	172.38.133.41	172.38.134.2	172.38.134.51
region-21	branch9	56.322586	-59.544575	-3	95	9	38	48	172.38.136.2	172.38.138.10	172.38.138.2	172.38.138.10	172.38.136.2	172.38.136.39	172.38.137.2	172.38.137.49
region-21	branch10	57.660072	-60.095013	-4	98	9	41	48	172.38.139.2	172.38.141.10	172.38.141.2	172.38.141.10	172.38.139.2	172.38.139.42	172.38.140.2	172.38.140.49
region-21	branch11	55.368286	-58.50918	-3	98	10	38	50	172.38.142.2	172.38.144.11	172.38.144.2	172.38.144.11	172.38.142.2	172.38.142.39	172.38.143.2	172.38.143.51
region-21	branch12	55.270668	-56.705467	-3	99	10	38	51	172.38.145.2	172.38.147.11	172.38.147.2	172.38.147.11	172.38.145.2	172.38.145.39	172.38.146.2	172.38.146.52
region-21	branch13	57.63286	-57.56895	-3	98	9	40	49	172.38.148.2	172.38.150.10	172.38.150.2	172.38.150.10	172.38.148.2	172.38.148.41	172.38.149.2	172.38.149.50
region-21	branch14	56.100655	-60.131794	-4	99	9	39	51	172.38.151.2	172.38.153.10	172.38.153.2	172.38.153.10	172.38.151.2	172.38.151.40	172.38.152.2	172.38.152.52
region-21	branch15	55.048733	-56.639233	-3	102	10	41	51	172.38.154.2	172.38.156.11	172.38.156.2	172.38.156.11	172.38.154.2	172.38.154.42	172.38.155.2	172.38.155.52
region-21	branch16	55.12201	-59.48909	-3	101	10	41	50	172.38.157.2	172.38.159.11	172.38.159.2	172.38.159.11	172.38.157.2	172.38.157.42	172.38.158.2	172.38.158.51
region-21	branch17	55.298737	-59.550148	-3	97	10	39	48	172.38.160.2	172.38.162.11	172.38.162.2	172.38.162.11	172.38.160.2	172.38.160.40	172.38.161.2	172.38.161.49
region-21	branch18	56.186333	-59.37183	-3	95	9	38	48	172.38.163.2	172.38.165.10	172.38.165.2	172.38.165.10	172.38.163.2	172.38.163.39	172.38.164.2	172.38.164.49
region-21	branch19	57.276802	-60.26984	-4	97	9	40	48	172.38.166.2	172.38.168.10	172.38.168.2	172.38.168.10	172.38.166.2	172.38.166.41	172.38.167.2	172.38.167.49
region-21	branch20	55.71186	-57.045074	-3	98	10	39	49	172.38.169.2	172.38.171.11	172.38.171.2	172.38.171.11	172.38.169.2	172.38.169.40	172.38.170.2	172.38.170.50
region-21	branch21	55.60305	-58.61016	-3	99	10	40	49	172.38.172.2	172.38.174.11	172.38.174.2	172.38.174.11	172.38.172.2	172.38.172.41	172.38.173.2	172.38.173.50
region-21	branch22	55.311913	-60.86338	-4	96	10	38	48	172.38.175.2	172.38.177.11	172.38.177.2	172.38.177.11	172.38.175.2	172.38.175.39	172.38.176.2	172.38.176.49
region-21	branch23	56.057117	-60.676548	-4	99	10	41	48	172.38.178.2	172.38.180.11	172.38.180.2	172.38.180.11	172.38.178.2	172.38.178.42	172.38.179.2	172.38.179.49
region-21	branch24	57.901535	-58.623924	-3	100	9	40	51	172.38.181.2	172.38.183.10	172.38.183.2	172.38.183.10	172.38.181.2	172.38.181.41	172.38.182.2	172.38.182.52
region-21	branch25	55.348804	-59.455563	-3	98	9	38	51	172.38.184.2	172.38.186.10	172.38.186.2	172.38.186.10	172.38.184.2	172.38.184.39	172.38.185.2	172.38.185.52
region-21	branch26	56.474377	-58.05155	-3	97	9	40	48	172.38.187.2	172.38.189.10	172.38.189.2	172.38.189.10	172.38.187.2	172.38.187.41	172.38.188.2	172.38.188.49
region-21	branch27	55.687317	-56.534237	-3	97	9	39	49	172.38.190.2	172.38.192.10	172.38.192.2	172.38.192.10	172.38.190.2	172.38.190.40	172.38.191.2	172.38.191.50
region-21	branch28	55.310917	-58.073463	-3	98	9	38	51	172.38.193.2	172.38.195.10	172.38.195.2	172.38.195.10	172.38.193.2	172.38.193.39	172.38.194.2	172.38.194.52
region-21	branch29	56.042774	-57.01468	-3	99	9	40	50	172.38.196.2	172.38.198.10	172.38.198.2	172.38.198.10	172.38.196.2	172.38.196.41	172.38.197.2	172.38.197.51
region-21	branch30	57.61167	-58.969902	-3	96	9	38	49	172.38.199.2	172.38.201.10	172.38.201.2	172.38.201.10	172.38.199.2	172.38.199.39	172.38.200.2	172.38.200.50
region-21	branch31	55.424625	-56.22541	-3	102	10	41	51	172.38.202.2	172.38.204.11	172.38.204.2	172.38.204.11	172.38.202.2	172.38.202.42	172.38.203.2	172.38.203.52
region-21	branch32	57.5697	-56.88469	-3	98	9	39	50	172.38.205.2	172.38.207.10	172.38.207.2	172.38.207.10	172.38.205.2	172.38.205.40	172.38.206.2	172.38.206.51
region-21	branch33	56.761368	-58.8379	-3	97	9	38	50	172.38.208.2	172.38.210.10	172.38.210.2	172.38.210.10	172.38.208.2	172.38.208.39	172.38.209.2	172.38.209.51
region-21	branch34	56.263588	-58.545757	-3	101	10	41	50	172.38.211.2	172.38.213.11	172.38.213.2	172.38.213.11	172.38.211.2	172.38.211.42	172.38.212.2	172.38.212.51
region-21	branch35	56.288883	-58.472145	-3	100	10	41	49	172.38.214.2	172.38.216.11	172.38.216.2	172.38.216.11	172.38.214.2	172.38.214.42	172.38.215.2	172.38.215.50
region-21	branch36	57.706406	-60.380577	-4	95	9	38	48	172.38.217.2	172.38.219.10	172.38.219.2	172.38.219.10	172.38.217.2	172.38.217.39	172.38.218.2	172.38.218.49
region-21	branch39	55.867493	-60.72532	-4	98	10	39	49	172.38.226.2	172.38.228.11	172.38.228.2	172.38.228.11	172.38.226.2	172.38.226.40	172.38.227.2	172.38.227.50
region-21	branch40	57.796135	-57.419003	-3	98	9	40	49	172.38.229.2	172.38.231.10	172.38.231.2	172.38.231.10	172.38.229.2	172.38.229.41	172.38.230.2	172.38.230.50
region-21	branch41	57.258232	-58.550877	-3	98	10	39	49	172.38.232.2	172.38.234.11	172.38.234.2	172.38.234.11	172.38.232.2	172.38.232.40	172.38.233.2	172.38.233.50
region-21	branch42	56.486347	-60.19472	-4	99	10	41	48	172.38.235.2	172.38.237.11	172.38.237.2	172.38.237.11	172.38.235.2	172.38.235.42	172.38.236.2	172.38.236.49
region-21	branch43	57.346775	-58.49468	-3	96	10	38	48	172.38.238.2	172.38.240.11	172.38.240.2	172.38.240.11	172.38.238.2	172.38.238.39	172.38.239.2	172.38.239.49
region-21	branch44	57.171185	-57.730877	-3	96	9	38	49	172.38.241.2	172.38.243.10	172.38.243.2	172.38.243.10	172.38.241.2	172.38.241.39	172.38.242.2	172.38.242.50
region-21	branch45	56.34247	-56.359955	-3	101	10	40	51	172.38.244.2	172.38.246.11	172.38.246.2	172.38.246.11	172.38.244.2	172.38.244.41	172.38.245.2	172.38.245.52
region-21	branch46	56.421806	-57.10292	-3	96	9	39	48	172.38.247.2	172.38.249.10	172.38.249.2	172.38.249.10	172.38.247.2	172.38.247.40	172.38.248.2	172.38.248.49
region-21	branch47	57.41376	-57.553375	-3	99	9	40	50	172.38.250.2	172.38.252.10	172.38.252.2	172.38.252.10	172.38.250.2	172.38.250.41	172.38.251.2	172.38.251.51
region-21	branch48	55.45232	-59.76455	-3	98	10	38	50	172.38.253.2	172.39.1.11	172.39.1.2	172.39.1.11	172.38.253.2	172.38.253.39	172.38.254.2	172.38.254.51
region-21	branch49	56.234306	-57.85174	-3	100	10	39	51	172.39.2.2	172.39.4.11	172.39.4.2	172.39.4.11	172.39.2.2	172.39.2.40	172.39.3.2	172.39.3.52
region-21	branch50	56.315716	-57.1829	-3	96	9	39	48	172.39.5.2	172.39.7.10	172.39.7.2	172.39.7.10	172.39.5.2	172.39.5.40	172.39.6.2	172.39.6.49
region-22	branch1	48.649567	-63.401073	-4	100	9	40	51	172.39.8.2	172.39.10.10	172.39.10.2	172.39.10.10	172.39.8.2	172.39.8.41	172.39.9.2	172.39.9.52
region-22	branch2	51.7177	-65.31515	-4	99	9	40	50	172.39.11.2	172.39.13.10	172.39.13.2	172.39.13.10	172.39.11.2	172.39.11.41	172.39.12.2	172.39.12.51
region-22	branch3	50.743153	-65.004456	-4	97	10	39	48	172.39.14.2	172.39.16.11	172.39.16.2	172.39.16.11	172.39.14.2	172.39.14.40	172.39.15.2	172.39.15.49
region-22	branch4	51.065426	-60.233707	-4	96	10	38	48	172.39.17.2	172.39.19.11	172.39.19.2	172.39.19.11	172.39.17.2	172.39.17.39	172.39.18.2	172.39.18.49
region-22	branch5	53.587284	-57.03095	-3	99	10	38	51	172.39.20.2	172.39.22.11	172.39.22.2	172.39.22.11	172.39.20.2	172.39.20.39	172.39.21.2	172.39.21.52
region-22	branch6	50.014313	-61.413994	-4	96	9	38	49	172.39.23.2	172.39.25.10	172.39.25.2	172.39.25.10	172.39.23.2	172.39.23.39	172.39.24.2	172.39.24.50
region-22	branch7	51.95033	-61.23613	-4	97	9	38	50	172.39.26.2	172.39.28.10	172.39.28.2	172.39.28.10	172.39.26.2	172.39.26.39	172.39.27.2	172.39.27.51
region-22	branch8	52.939724	-57.963524	-3	99	10	39	50	172.39.29.2	172.39.31.11	172.39.31.2	172.39.31.11	172.39.29.2	172.39.29.40	172.39.30.2	172.39.30.51
region-22	branch9	48.989536	-62.57425	-4	98	10	40	48	172.39.32.2	172.39.34.11	172.39.34.2	172.39.34.11	172.39.32.2	172.39.32.41	172.39.33.2	172.39.33.49
region-22	branch10	52.38082	-58.918324	-3	97	10	38	49	172.39.35.2	172.39.37.11	172.39.37.2	172.39.37.11	172.39.35.2	172.39.35.39	172.39.36.2	172.39.36.50
region-22	branch11	53.15318	-61.438725	-4	98	10	40	48	172.39.38.2	172.39.40.11	172.39.40.2	172.39.40.11	172.39.38.2	172.39.38.41	172.39.39.2	172.39.39.49
region-22	branch12	52.87388	-58.482513	-3	101	10	41	50	172.39.41.2	172.39.43.11	172.39.43.2	172.39.43.11	172.39.41.2	172.39.41.42	172.39.42.2	172.39.42.51
region-22	branch13	50.978874	-58.104645	-3	98	10	39	49	172.39.44.2	172.39.46.11	172.39.46.2	172.39.46.11	172.39.44.2	172.39.44.40	172.39.45.2	172.39.45.50
region-22	branch14	53.11256	-62.58041	-4	97	10	39	48	172.39.47.2	172.39.49.11	172.39.49.2	172.39.49.11	172.39.47.2	172.39.47.40	172.39.48.2	172.39.48.49
region-22	branch15	51.73035	-62.308655	-4	97	9	40	48	172.39.50.2	172.39.52.10	172.39.52.2	172.39.52.10	172.39.50.2	172.39.50.41	172.39.51.2	172.39.51.49
region-22	branch16	48.894505	-57.639996	-3	101	9	41	51	172.39.53.2	172.39.55.10	172.39.55.2	172.39.55.10	172.39.53.2	172.39.53.42	172.39.54.2	172.39.54.52
region-22	branch17	49.188988	-60.85297	-4	100	10	40	50	172.39.56.2	172.39.58.11	172.39.58.2	172.39.58.11	172.39.56.2	172.39.56.41	172.39.57.2	172.39.57.51
region-22	branch18	47.149864	-64.19662	-4	100	9	41	50	172.39.59.2	172.39.61.10	172.39.61.2	172.39.61.10	172.39.59.2	172.39.59.42	172.39.60.2	172.39.60.51
region-22	branch19	50.40931	-57.00878	-3	99	10	40	49	172.39.62.2	172.39.64.11	172.39.64.2	172.39.64.11	172.39.62.2	172.39.62.41	172.39.63.2	172.39.63.50
region-22	branch20	47.26225	-65.51313	-4	97	10	39	48	172.39.65.2	172.39.67.11	172.39.67.2	172.39.67.11	172.39.65.2	172.39.65.40	172.39.66.2	172.39.66.49
region-22	branch21	48.936962	-57.320618	-3	97	9	39	49	172.39.68.2	172.39.70.10	172.39.70.2	172.39.70.10	172.39.68.2	172.39.68.40	172.39.69.2	172.39.69.50
region-22	branch22	49.29685	-64.95757	-4	97	9	39	49	172.39.71.2	172.39.73.10	172.39.73.2	172.39.73.10	172.39.71.2	172.39.71.40	172.39.72.2	172.39.72.50
region-22	branch23	47.60301	-64.17677	-4	98	10	39	49	172.39.74.2	172.39.76.11	172.39.76.2	172.39.76.11	172.39.74.2	172.39.74.40	172.39.75.2	172.39.75.50
region-22	branch24	49.825382	-65.362045	-4	99	10	39	50	172.39.77.2	172.39.79.11	172.39.79.2	172.39.79.11	172.39.77.2	172.39.77.40	172.39.78.2	172.39.78.51
region-22	branch25	53.63385	-56.212177	-3	98	9	39	50	172.39.80.2	172.39.82.10	172.39.82.2	172.39.82.10	172.39.80.2	172.39.80.40	172.39.81.2	172.39.81.51
region-22	branch26	49.026367	-59.006233	-3	100	10	41	49	172.39.83.2	172.39.85.11	172.39.85.2	172.39.85.11	172.39.83.2	172.39.83.42	172.39.84.2	172.39.84.50
